x,y,token
-39.861073,28.732801,smile
-48.958115,-1.2493736,fix
-38.99194,-20.850655,reason
-48.900486,18.580778,";"""
5.4895663,13.329703,dropt
-50.145813,-21.840712,hint
-32.029026,14.083042,adviser
41.165474,0.025414607,offer
-33.331146,24.410759,desperately
-40.968525,-30.985426,consult
-34.10421,-21.81542,considers
-48.31469,-17.846806,imprudent
-25.548206,-31.804626,speaks
-51.184067,-0.17689005,plans
-30.00166,-9.375121,advising
-29.78173,-15.512198,esteemed
48.103798,-21.535942,counsellor
-48.123276,2.4724963,detained
2.0971668,-28.890522,wretch
-34.475834,-26.072414,absolutely
-35.49043,-20.667389,inferred
11.159918,-47.432823,Was
-43.17136,-35.37771,refused
15.354514,54.844593,red
14.185462,-16.965128,indignation
-26.6938,-26.840895,simpleton
24.140442,-20.156847,foolish
-30.829458,16.568848,incomprehensible
-12.252042,-12.943404,imagines
-13.985976,-40.513203,Nonsense
-12.882352,-2.2380161,madness
-25.706877,15.726912,clearer
-45.922943,-24.114534,admit
-53.6272,-12.859741,address
-33.878674,35.0068,loudly
-21.068254,28.124132,calmer
-28.809387,4.807224,infatuation
-5.9085355,25.283506,blinds
-50.90531,-14.668815,claims
-48.7807,-7.6972866,relations
-33.676895,-17.037233,simple
-46.72147,-16.986183,experience
-33.184044,-14.006789,wit
-38.39462,-27.920048,avail
-39.613518,-16.91867,tempered
23.62406,49.128147,beneath
16.366117,18.50523,deserts
21.399471,-26.891676,trust
3.330346,-21.107172,aright
26.10189,16.734032,cry
-40.73299,2.6183803,extreme
-0.013998244,52.297726,crossed
-50.769016,-17.892117,partiality
-22.8461,-33.10124,".'"""
-22.892134,-23.156532,statement
-13.218021,3.758509,estimated
0.16486712,-0.20089443,richest
14.204282,10.589774,sphere
-9.524854,25.067535,moves
-36.683224,-18.40644,degradation
-21.05512,1.4865975,legal
5.987906,56.15052,level
-40.08104,-6.0277658,allowance
-43.30189,-6.543248,indubitable
-5.4986944,-35.500984,Whoever
-18.42569,-30.139153,whoever
-7.0396376,-29.521877,shift
-16.598167,-20.587328,move
-19.919374,-12.109668,_was_
8.861971,-41.928486,Till
-33.948204,-11.26758,ambition
-43.737316,18.208462,proceeded
-49.663906,-15.442396,selfish
9.493489,33.07728,farthest
-44.01038,15.985222,reply
-44.336033,-9.948975,assertion
-33.979256,-21.141562,contemptible
-34.143295,-12.603651,represent
-5.0118313,-14.218102,possesses
-32.195415,-11.209784,recommendations
55.65289,14.616793,ninety
55.839287,14.750631,nine
-26.14203,8.570979,philosophic
29.987082,-8.68319,fall
15.259688,-22.819237,minds
-48.394207,-22.80715,certainty
37.930454,-18.995354,sought
-42.43769,-9.024553,chusing
-51.29876,-6.3827467,consequently
-25.158081,-28.645218,nice
-40.898087,-2.790026,comprehending
-52.07628,-4.9084234,readiness
6.382926,-12.260568,highest
33.026524,-7.1965833,possess
-12.107643,-40.21456,Better
11.785091,-20.342773,delights
0.6258781,-18.700907,satisfies
-7.497696,39.03251,pick
-45.339592,-34.111217,wondered
-8.441222,-7.553,receives
-37.768707,-24.550434,perceive
-52.24241,-20.16381,unfortunate
-4.1420197,39.64554,puff
13.743164,-11.523877,Vanity
6.236228,-7.3257766,working
12.035815,-13.15109,weak
5.2362347,5.3972235,produces
25.049238,-21.937586,mischief
-32.778065,-35.679558,Nothing
-51.589966,-16.244362,expectations
-30.241974,-12.32553,offers
8.733992,-38.7734,Men
-2.2839236,18.92011,connecting
-29.895037,-10.842489,obscurity
-43.585472,-19.090014,prudent
-44.472897,-28.425047,disgrace
-39.88352,1.1067764,involved
3.1015282,-16.395302,mystery
6.414727,-13.213707,revealed
-39.13361,-23.460115,encourage
-48.472267,-33.811314,greatly
24.490957,-29.543818,teach
-19.784805,27.092365,desperate
47.416107,-22.522686,master
-30.772747,-29.929852,angry
-51.68147,-14.344856,application
32.97636,-10.1704855,abide
-43.26638,-6.635356,refusal
-30.625353,-11.528844,tolerate
-39.97407,18.949663,altered
-52.51025,-8.977547,sincerity
-45.85383,4.76746,unconcerned
-39.78574,-6.0361753,habitual
-13.792785,38.175938,opposite
-52.85175,-19.29409,unpleasant
-50.11533,-7.898415,views
2.9846964,-21.071459,secret
-4.241801,15.228709,projects
-42.670986,26.445822,laughed
-23.566736,1.607208,act
54.916885,14.850708,thousand
-17.112013,-15.69948,pounds
50.70527,15.6372175,apiece
15.540426,-21.953056,doings
-15.500442,-42.499237,Good
-30.90056,40.3948,abruptly
22.175533,-16.7944,vexed
-36.27944,-4.9141817,promoting
-58.733322,-14.303643,affair
-30.116507,-23.620878,provoking
-48.45684,-33.758255,exceedingly
31.02771,-21.964428,adversary
-37.7106,-22.715614,materially
46.36723,3.6120155,cast
-54.432934,2.811934,staying
-48.44084,18.268377,uneasy
-52.24026,-14.688109,possibility
-31.240692,10.219661,pleading
-36.78933,-18.584393,failure
-19.230629,4.734066,prominent
-54.95899,-7.171909,uneasiness
-39.02382,-30.355473,justify
-44.453644,-14.285417,pretensions
-27.013197,3.9365869,observer
-43.203457,30.531687,hastily
-56.654915,-8.1871805,attentive
-46.407726,-20.681707,otherwise
51.654263,-10.31495,war
-50.11358,-11.740043,motives
-40.65806,-2.160106,effects
-47.972095,-17.947418,prudence
-43.77356,1.5682383,originally
-46.196392,-24.704115,suggest
-41.910942,-31.566853,attend
46.406956,-20.898699,sick
-53.904575,6.357474,Park
-28.107351,-5.557351,whist
-14.330315,36.243713,club
-20.986874,49.012127,shabby
-14.474513,-10.849091,player
-45.694836,8.777381,journey
8.4029875,22.920149,bearer
-45.17719,16.055483,conscious
34.755222,13.418534,rode
-26.578224,-20.581163,significantly
-15.554195,-55.783432,IX
25.185652,-26.634434,forgiven
-39.21238,6.97452,proceedings
-43.48117,-20.77687,justified
9.7648,-3.8372495,Picture
-42.404156,26.513002,sighed
-29.955452,0.7908289,visibly
-31.505268,-0.71791065,remembered
-33.09125,6.229143,furnished
-41.02343,-2.7733338,utmost
-47.881134,-1.1026336,latter
-46.94455,-9.034953,improving
-10.193857,10.869657,chapters
-50.07277,-19.614435,intention
-26.508348,-24.141712,easier
-32.960957,-21.220127,pleasanter
-51.94529,-12.481684,imagination
24.160236,31.74291,range
-1.3168528,-20.32463,labouring
17.334341,-28.459442,enlarge
-33.789413,-18.667355,comprehension
-38.02991,-18.231659,sober
-18.747799,4.1725984,facts
-23.49346,4.048693,literary
-34.611713,3.3781743,pursuit
-45.679043,-12.553478,mental
-42.542557,-2.8490443,collecting
-23.421322,-27.819149,riddles
20.955904,2.8487592,hot
-14.129744,55.824528,paper
5.033635,43.024628,ornamented
5.969145,19.591433,trophies
-16.037027,2.4120848,literature
6.2010956,6.8646555,collections
-15.625457,4.3206763,grand
-10.334626,8.117061,scale
-41.65427,14.083041,assisted
-27.11411,-26.74829,invention
-32.175995,-34.196712,recollect
-30.502583,-28.660242,worth
-24.174475,39.038372,putting
-40.221592,9.253224,ended
13.064616,46.91871,frozen
-5.371993,-33.38192,riddle
-5.8087153,-6.97225,contribute
-28.190409,41.82382,intently
-42.64358,-5.216258,recollections
-3.088939,-25.260527,breathe
21.824896,-12.188731,lips
-28.116169,-30.08219,charade
17.328182,-44.997322,doth
22.438171,-17.913044,affliction
-33.661373,-9.573695,denote
-1.0627447,-5.201934,destin
1.2373685,-17.221256,soften
20.758127,-29.666893,heal
-11.359139,28.44651,pages
-44.88263,-4.4754143,security
3.858933,31.610922,freshness
-25.224785,-31.27814,fellow
-37.340324,-17.712187,inspire
17.50473,-11.559354,inspiration
-16.085075,29.406113,piece
-40.47374,15.042007,addressed
-29.698544,-5.260999,collection
-45.35107,-22.435917,expose
28.268373,21.54429,deep
-40.785854,27.147085,pause
30.88579,-42.09145,Take
-1.0392147,-31.973244,loth
-43.608505,18.814753,examine
-12.283815,5.131183,displays
25.789349,22.594263,pomp
47.86927,-14.156589,kings
1.3314506,-52.934177,Lords
33.416447,10.408534,earth
-14.424783,22.250051,luxury
-34.251625,-9.394228,ease
1.1028895,-22.264156,Another
31.965649,-39.293716,Behold
2.7064364,-5.9376087,monarch
25.35924,43.09419,seas
-14.024405,-39.74532,ah
-33.84455,-20.098385,reverse
10.486897,-43.715065,Man
0.8164631,-11.660677,freedom
-6.3733134,32.46748,flown
31.351679,-28.26388,Lord
29.373508,41.920647,sea
15.296712,24.960443,bends
-11.678423,-13.744424,slave
7.47745,0.90714914,reigns
23.561663,-42.763298,Thy
-47.3591,-8.515207,supply
2.4928362,-46.235107,May
2.5280724,17.300257,approval
31.94478,13.75867,beam
-35.202976,15.022885,pondered
-16.717701,52.746956,caught
11.647741,31.689703,passing
-30.823261,-19.755474,puzzling
-37.515648,3.6429932,confusion
-18.7923,-7.5426965,dulness
-28.653625,-31.917395,--`
-40.95377,-31.268883,addresses
16.082067,20.687153,Soft
-18.351082,-25.213665,Humph
-46.511208,-17.623346,benefit
-43.00508,-28.899149,convince
-0.8061621,-46.779705,Things
-26.555958,20.752735,crisis
-37.966125,-21.622437,observations
-42.921993,15.471371,eagerness
27.391716,-25.584139,kingdom
-3.2952635,-42.72823,Or
-12.16814,44.360752,shark
-24.111698,-18.329718,syllable
3.5320518,45.23482,sharks
30.407679,-41.643154,Give
-41.665165,-28.728981,listen
-1.9393926,24.06228,cream
-27.754004,26.334978,follows
28.10346,-39.977158,Read
-37.46113,-24.238604,resist
-41.01679,13.892572,concluding
-14.04499,51.0126,pointed
21.597574,-30.60124,receive
29.21492,26.904392,clear
13.973136,8.313004,Its
-47.18046,17.862886,congratulate
12.364833,-22.935968,confirm
-50.679867,-9.359344,alliance
-8.143012,7.0412006,embraces
-43.261246,-0.51438284,arrive
-51.392918,-8.731821,acknowledgment
-11.285927,-18.28054,verses
-4.3049617,-33.6269,Could
15.085315,-30.386251,Receive
-13.201645,-27.961105,play
-17.400446,-49.323254,motto
-18.04072,13.352268,chapter
-24.798069,-10.558997,prose
69.199104,-10.760441,month
-14.654868,-15.521362,strangest
-53.24239,4.6632075,Eltons
43.218872,-2.8801503,courts
-14.16217,3.6982439,pre
-31.516878,2.0616703,respective
-6.698939,11.643447,homes
-0.98545223,-37.05861,sends
-6.2450857,37.44988,channel
16.16186,52.29355,smooth
-15.213655,1.0459775,edition
-14.667944,-47.763584,Shakespeare
-15.858698,40.442337,passage
-49.52816,4.386982,Michaelmas
-28.271528,-6.097019,handsomest
-52.794384,1.558398,invitations
-29.715506,21.687038,Church
36.245018,-25.401848,preached
-18.623663,55.040913,ran
-5.5355206,53.37971,front
-17.754166,45.4383,peeped
-33.672512,-23.697685,scolded
-39.77282,9.597377,staid
-10.885596,55.55036,arm
-56.221394,16.511984,Cole
-37.26608,-10.752153,provided
-51.787586,-15.98489,conduct
25.176237,-20.585964,fools
-23.169674,0.82922107,phrase
5.0384893,-23.136906,rise
-39.6821,-28.55473,satisfy
-14.760131,31.093803,nicely
-28.598549,1.3681904,studied
-53.36887,2.4832525,twelvemonth
-45.268967,-9.211344,declining
-35.81009,-20.25937,exception
-28.17306,-10.274086,intent
-11.660537,-10.970958,comparisons
-6.172359,49.883743,cheeks
-33.99656,13.303279,glow
-2.4056761,-36.27182,Leave
33.512753,-22.777756,committed
-32.49802,33.942444,beaming
32.74741,-35.168423,Trust
-42.19687,1.8797864,private
34.42239,-8.339856,divide
1.1360117,1.1505986,ceases
-29.937439,21.691074,poet
-51.832405,-4.1289854,submitted
6.508245,9.185383,parts
-22.531898,8.1102295,publicity
-28.069073,-23.327026,pays
-32.501835,-5.0890837,tenderest
-31.040855,-32.627537,betray
-51.56289,-8.100223,overpowered
40.073883,-8.604109,tribute
-50.295258,-20.68697,secrecy
-16.491854,53.40031,pushed
-48.77616,-21.047178,proceed
33.608513,-11.874711,souls
-43.090416,-17.22507,ridiculous
-58.579514,-13.535955,inquiry
-15.981414,-27.169882,dears
13.695613,-38.15332,Have
-31.359264,23.65822,fairy
-41.513218,17.58657,distinctly
-47.32812,4.70795,explanations
-45.207897,3.2387795,conclusion
-19.101496,-39.592197,Aye
4.102182,-50.37238,Woman
-32.447174,34.208534,nodded
23.821918,41.051514,flame
-30.377283,-0.73012656,deplore
-18.294868,-18.692017,wink
4.787032,-14.271893,aid
13.730832,-42.381813,Though
47.54003,-7.542802,near
-28.938301,-10.975466,approach
-22.069902,9.391543,fatal
-23.378498,21.882938,page
-27.821894,-30.224512,grandmama
-28.302797,-4.3804035,nursery
-44.44802,8.090528,Easter
-35.74812,23.080011,lawyer
-31.116976,-28.647278,inconvenient
-37.785446,28.248795,sadly
-55.896797,-14.045628,necessity
-40.44276,-25.054085,thankful
-38.570404,-14.325107,promises
6.0659366,13.710974,musing
21.266708,-29.917742,accomplish
-33.289806,12.838992,submissive
-54.679455,-9.869572,affected
35.387615,22.458263,branch
-52.49098,12.096054,eldest
-14.289389,52.058422,chair
-18.310005,51.69557,string
-19.639263,-41.506435,?'
-9.834842,54.305664,knife
7.170904,43.163822,knives
0.83733267,25.484152,rough
-59.76917,3.6456633,boys
7.2030993,6.721822,hardy
-8.767959,50.00203,sharp
-5.1454606,53.189777,ceiling
-31.204887,36.898167,frightful
-17.00916,-22.00419,whichever
-44.295406,7.6645374,preparation
32.208725,44.58208,o
31.393661,45.853405,clock
-20.810612,-0.4072428,hero
-28.72185,-10.879724,discerned
-6.897798,-29.626617,push
19.605547,-25.092628,die
-5.187399,-13.335074,ostensible
-51.05454,7.001568,dining
-35.644753,-34.970993,promised
-44.693676,17.90782,thanked
-10.909165,38.893593,rubber
-19.614176,-37.86562,re
-53.34538,-6.4597816,urged
-54.247524,-2.7496018,declined
29.443575,13.241896,bow
-35.708572,-32.439045,amiss
19.523165,13.199962,Of
-29.100712,40.573452,glanced
-48.26862,2.6364284,examined
-25.679548,-31.644228,writes
-31.49243,-34.964355,_I_
-29.37097,-0.7899699,effusion
-37.438354,-16.55266,honoured
-11.795412,-50.827103,"),"
-3.1287138,-9.836339,proudest
-13.276522,37.80708,parade
-29.829985,-31.823076,speeches
-42.62276,-18.236616,apt
21.9064,-29.847973,incline
-26.562572,-34.549355,laugh
-23.882557,-16.593712,indulge
-10.44453,6.636598,sublime
-16.232721,-54.798016,X
-42.319973,-18.043617,charitable
5.230512,-10.850848,Their
6.3265595,38.663555,detached
-53.953907,5.72492,cottage
-46.92507,-1.962261,Vicarage
-3.9654024,52.03127,lane
-13.607416,38.272884,leading
-12.215286,22.0649,angles
8.365294,51.453487,broad
3.9041073,37.437363,irregular
1.6366638,55.699085,main
50.51713,-9.703242,abode
36.723698,4.6918364,dwellings
45.145077,1.813139,rose
-32.4068,14.239246,proprietor
-0.010217768,52.311962,slackened
-42.462616,15.848572,observing
-58.87961,-14.573085,remark
15.367336,54.877525,yellow
49.232864,17.12859,curtains
-31.670599,-23.30554,admires
-34.28243,-20.351952,intimately
21.352537,35.9643,hedges
45.34387,5.661517,gates
30.821112,19.35902,pools
-42.154003,-7.1385827,probabilities
-40.982582,-7.00568,class
-4.7622657,-32.272778,contrive
-45.128017,-7.836479,pretence
-52.85935,9.357384,housekeeper
-53.35569,8.447097,message
-47.20586,-23.558083,induce
-42.967228,-24.051207,tempted
-48.904346,17.95076,recollecting
-36.290936,-31.517982,_not_
-8.516092,-8.780692,inducements
24.750944,-19.22349,fool
5.9569254,-47.580406,Fortune
-9.051604,14.614134,formidable
42.642284,9.382266,image
-45.917652,-15.278094,relative
-9.146186,-30.980412,unmarried
-20.945442,-34.46864,Never
6.6146107,-22.46901,poverty
-3.4101324,44.51798,narrow
6.5607157,-0.77122766,sport
-37.637676,-22.0374,candour
-10.9902935,2.1268828,contract
19.541325,-3.677701,sour
-20.900309,-8.0660515,barely
-6.4455667,-37.357925,apply
-14.529075,-4.8922405,contracted
-18.142897,-15.635194,shilling
-17.897902,-16.108961,sixpence
-43.40344,-14.251499,resources
-31.956161,2.6550274,occupations
-35.27161,-4.4922743,variation
-8.378169,51.956333,carpet
-51.900642,-16.520597,affections
-47.914898,-19.99978,avoided
-28.540358,12.549014,sensation
21.170227,-24.583916,fear
-33.026707,-15.234182,parent
-36.38389,0.57604796,warmer
-50.619156,12.506559,nephews
-54.308052,12.803116,niece
20.391855,14.749372,Heaven
22.841747,-30.967146,forbid
-51.75857,-1.7432617,Knightleys
-57.8218,15.77952,Fairfax
17.72729,-17.057362,knit
-25.46829,-34.2449,grandmother
-12.015134,-25.302923,tires
5.4650517,-19.64854,death
-33.698814,2.251272,topics
-40.601795,-13.261441,compassionate
18.123314,-22.068031,distresses
-54.784065,-8.54174,relief
31.179686,-20.919153,counsel
-36.63341,25.66425,purse
16.752785,-21.428728,temptations
-21.230005,5.5625486,romantic
1.2446117,-11.961018,virtue
17.327137,-26.562544,troubles
-47.08613,-13.53753,sympathy
-53.462784,-4.9107513,intelligence
22.701017,-14.331578,sickness
-42.88577,6.604239,remaining
-23.149405,6.062992,impression
3.4943926,37.705475,scene
12.003196,8.107884,sights
-43.719574,-16.362324,trifling
-11.875754,6.517991,creatures
4.691578,-23.786676,vanish
-4.2506714,51.037697,hedge
-8.977349,36.870827,tottering
-4.1339035,50.61522,slippery
-4.411133,51.081112,path
-33.36138,35.12728,stopping
-40.210327,-1.8432336,wretchedness
-38.075344,-25.020967,recall
11.945783,-29.060621,bend
-29.856724,-27.317402,trial
-54.733513,-11.048063,exertion
-30.975645,-22.421463,wretched
-1.794241,39.846344,empty
-36.3247,-10.320645,distressing
-7.6658854,-26.511087,ourselves
-43.135456,5.4111824,joined
-42.855633,-21.276083,sufferings
-12.723128,-7.693691,parley
-48.755753,4.3558083,accompany
18.685524,-20.863043,increase
-7.603198,38.152367,footpath
-6.6247573,7.33612,imitation
-17.064533,53.687458,stopped
-46.46285,-14.705108,alteration
-9.846411,38.86439,boot
-11.696997,49.3561,stooping
-44.764423,18.038923,begged
-28.432896,-5.310212,overtaken
-5.095606,38.499683,setting
-43.011406,21.426199,orders
30.018885,4.538321,pitcher
-17.007236,30.010447,broth
-49.395496,-17.381824,acting
-0.40911615,55.985355,ahead
-52.374153,-8.897942,obligation
-27.697931,41.95069,involuntarily
-38.333893,-7.126688,theirs
27.01862,43.053444,around
-41.1353,-30.245842,join
-42.62039,-0.7871372,detail
-42.685238,0.75964344,experienced
-1.2366669,22.147165,cheese
56.524387,-0.5791322,north
-1.2609148,22.189114,butter
32.98195,4.482985,root
-42.648445,9.099913,dessert
-38.41367,-7.700878,interests
21.137228,-26.74824,serve
-37.67989,34.05676,quietly
-23.838945,-19.410223,arrange
-23.177177,43.71928,broke
-14.545469,-27.05522,lace
-13.0143795,50.28129,throwing
-8.773487,56.85397,ditch
-21.921669,-35.09019,stop
-47.13503,-20.548319,acknowledged
-46.88484,-9.216847,rights
-18.311071,-9.806365,equipped
-32.85058,-5.7686186,proposition
-34.758198,-13.347352,exceed
-38.29725,-3.3940105,alertness
-53.442738,-3.8234835,communicated
-40.958237,-8.720714,fully
5.9508195,10.348937,incessant
-48.519787,-22.632475,practicable
14.020226,-22.464176,lovers
44.926258,24.484724,windows
-20.574749,11.020566,aspect
29.528618,-26.951601,glory
-45.16216,1.2560964,successfully
-41.84999,7.8645883,purposely
-18.404158,5.037144,allusions
-34.643333,11.5164995,cautious
-21.041138,21.753448,advances
-0.34824622,35.692043,inch
-44.40836,-12.973857,hazard
-27.155415,-21.632767,believes
-1.3380955,2.5029602,Still
-34.76886,-10.503778,ingenious
-31.386448,-17.045616,device
-15.950206,-55.214676,XI
22.39012,-34.292835,quicken
50.950733,14.973978,measures
-30.116982,1.0007583,anticipation
-43.42926,-19.584534,reality
16.840475,-27.338505,henceforth
2.5683477,-12.46497,prime
-2.7989964,4.7808423,advance
-27.506748,42.01298,rapidly
-29.170158,23.150856,somehow
-43.95037,-4.122972,Surry
-41.398624,-11.391107,exciting
-44.711735,6.7111883,holidays
29.276876,45.879208,autumn
-7.4651036,7.183129,bathing
-31.509903,19.427795,nervously
-29.646164,-7.780796,fatigues
-27.6873,-6.450998,coachman
-34.979774,4.0388656,alarms
-37.37861,-9.390512,needless
-36.53041,-7.967812,competent
39.290012,-9.6513195,maids
4.269155,48.988537,reaching
-44.33578,-2.3156435,bustle
-55.01522,5.406393,arrival
-32.49365,3.622428,variously
44.22271,-8.381292,dispersed
25.235214,16.258282,noise
-27.448553,-10.208758,endured
-37.20166,-10.664096,respected
-38.342983,-5.0309377,maternal
-55.09602,-11.898125,solicitude
19.961342,1.179186,ones
-44.46231,18.934378,instantly
-36.178623,-4.089111,attendance
-2.7323399,21.754976,drinking
-25.305426,36.04299,playing
-6.849123,8.289646,disturbance
2.5336301,36.844696,restless
4.771169,25.702276,wrapt
-1.3294882,-1.1476017,tenderly
-1.4533374,-6.14969,ties
34.820415,-12.638505,inherited
23.554554,-15.9975395,also
-39.180386,3.7109115,fears
-34.061996,-29.706743,Wingfield
-7.513091,-14.892778,alike
-49.982563,-16.362885,benevolence
-49.460625,-15.429491,habit
-46.260204,-16.050676,profession
-30.732658,-14.938361,reserved
-48.341232,-19.442755,prevented
-45.584568,-14.506115,capable
-32.761196,-22.983547,unreasonably
23.117954,-18.570063,reproach
-41.985317,-14.767667,perfection
-10.541341,-0.95835024,worshipping
-31.62071,-10.773431,defects
-19.666016,29.063324,clearness
-40.23088,-12.543562,ungracious
28.698011,-23.603424,law
-23.669832,-9.62428,escaped
-37.47517,-0.9409605,injuries
-37.615803,30.976303,calmly
-36.55579,-13.850895,blindness
-31.222939,-9.975227,regardless
-48.78258,-15.833107,forbearance
-17.56356,6.5737514,peculiarities
-23.755205,-6.6081057,remonstrance
-30.490837,7.585862,retort
-39.469513,-2.7739196,bestowed
16.264067,-25.190434,charity
-54.392876,-7.837101,cordiality
-15.351095,44.16561,seated
33.038666,8.736226,shake
30.702204,-11.24737,grievous
-24.744478,-30.191872,Papa
-41.427773,27.03054,hesitated
-4.0928288,-24.608837,Either
-44.995426,-1.4684638,excepting
24.458027,-20.43917,false
-47.44509,-11.054549,extent
-32.30832,-18.074934,exact
-21.42347,-18.47392,letters
-46.283726,-27.889593,doubted
-50.024406,-0.115448005,disengaged
-29.457285,-38.98137,forget
-5.6599116,-30.220655,strike
-46.051308,-8.365968,convenience
-8.370668,58.379616,aside
3.5219374,-50.682247,Me
-28.332422,-24.665464,advocate
-57.295628,-18.817295,misery
-27.18153,-0.40069866,existed
-1.3463309,56.35433,flying
25.124052,12.096164,kite
-3.7610285,5.57394,windy
-50.223156,2.717197,September
44.440495,18.022427,scarlet
-35.145786,4.958584,fever
-3.4871974,-42.51432,Whether
-0.72675043,2.9371462,passes
19.696865,7.7158723,Three
31.847538,8.872116,fly
34.97541,-16.929857,exceeding
-51.701656,2.646755,Weymouth
-23.9961,-41.650402,Madam
-27.560205,-34.227516,signed
-20.788715,-19.720747,F
-14.834494,-49.989044,C
-44.32727,27.554869,coolly
-25.971882,-22.524097,finds
-33.219166,-0.23953094,depending
-18.024994,-2.7446015,affords
-15.547586,22.484373,bordered
5.3822346,-17.785412,sufficiency
12.739965,-36.645695,whence
-15.515369,-55.850163,XII
-41.71745,-3.6661181,disagreement
-48.505455,-6.7673345,procuring
9.946716,11.619448,Making
-28.464752,-28.81794,_he_
-31.356476,-31.732195,quarrelled
-47.193817,-23.159195,assist
-45.91314,12.643792,danced
-7.0691366,46.658684,arms
-6.45236,-4.0651703,amity
-47.0067,-11.66451,estimate
-26.38545,3.3048236,whim
-33.25857,-13.5490465,dealings
-3.355036,-18.421888,lives
-8.565795,9.7559185,lapse
28.43882,-41.2695,Tell
-46.16689,-17.54499,example
-31.333813,-8.394451,renewing
-39.93771,38.14395,Little
-20.705458,-1.4984444,argument
-33.727917,-24.138765,bitterly
-49.313847,17.528263,disappointed
26.663664,-36.165234,ye
-40.532814,10.950363,succeeded
-29.431234,21.454237,English
-5.4787254,-4.8058596,burying
-56.71465,-10.730622,calmness
-52.46117,-11.062562,indifference
-41.906086,-3.3839443,requisite
-49.873333,-9.52367,subjects
-16.746696,-0.0024462454,rarely
-22.623278,-3.3595226,mixing
-18.819227,11.078317,occasionally
-34.61522,-6.903141,communicative
-32.564377,30.418457,magistrate
-15.309507,27.38468,curious
34.155804,4.3362985,field
-20.13415,4.4966264,local
18.475916,-26.428617,fail
-8.336866,10.243337,longest
-38.058594,-5.627848,attachments
19.143034,37.006634,drain
-2.1767685,49.28095,fence
-4.5197825,12.268042,destination
23.512033,6.032272,acre
49.06422,13.969453,wheat
29.515024,45.911827,spring
39.144012,6.559208,corn
-35.791817,-11.4103985,equality
-22.2872,-16.591686,cooler
-50.526913,-10.42573,rendered
-38.307705,27.471369,interrupting
16.950888,-21.039568,labours
-21.035751,34.63361,terribly
-42.208103,36.968994,tired
-40.57444,-14.309433,article
-27.097301,36.94593,ordered
-47.82352,-5.8482695,discourse
31.42709,34.607758,South
-9.9572935,-2.0922468,End
-47.40697,-13.468056,weakness
-28.124367,34.068924,throat
-7.0831184,-9.616476,unsafe
-24.813988,-15.18266,envious
-30.945858,-22.427137,miserable
-19.323843,-19.850012,forgets
-25.318455,-32.189774,tells
-36.849773,-20.467646,practice
-46.318172,6.937023,calling
-39.260296,-5.2855153,attributed
-22.22523,-14.307225,applying
14.292803,-3.2800343,August
-29.426796,-7.6805305,Bateses
-33.49593,-21.93077,colds
-11.397181,49.303867,heavy
-7.367166,-11.156235,sickly
-28.305386,-28.688158,_we_
2.6463456,-47.32353,Our
11.846743,-21.937925,confound
-48.453594,-7.397575,neighbourhood
14.068856,29.135422,airy
-21.050503,11.852887,vicinity
-26.749666,-6.813667,aches
17.573818,52.59694,pale
-42.45883,30.856289,turning
-27.119526,-16.733957,fatigued
-49.383686,4.7937746,intending
4.299636,-37.566864,Scotland
-42.074696,-9.137587,prejudice
38.16864,-20.101458,praising
-45.523384,1.0788151,accidentally
-35.269817,-29.248062,excessively
-55.337612,17.883492,Colonel
-55.921806,17.337128,Campbell
-34.212128,1.9121912,topic
-27.163656,1.6421002,discussed
-43.7069,1.6696236,similar
-34.32156,-9.35101,harmony
-57.10922,-10.548182,agitation
37.03652,4.9315176,houses
-51.925762,-20.649063,unfortunately
-15.612481,-0.063152604,failures
-37.792324,-0.17565323,recent
-45.74469,32.63266,cook
41.08496,-14.333596,hired
-10.497028,-3.6046374,Often
-19.642384,0.49962533,dangerous
-30.079203,36.06982,shaking
-32.157806,16.003296,fixing
21.724348,-12.011992,ear
-48.231426,-10.97909,consequences
22.11374,-28.384655,suffice
21.460033,-30.215553,restore
-20.752789,-4.9703817,relish
-41.443592,5.580907,interval
37.506237,-27.162659,moreover
-19.880056,52.667477,mud
5.152469,-9.211065,holds
44.191105,14.976453,pure
-52.569077,5.8374963,lodgings
39.53821,-22.233505,consulted
-6.8146653,-30.742477,stake
-15.253563,-19.451017,travel
-14.265116,39.94368,reached
-6.224624,40.236786,breaking
56.541714,-0.52404237,coast
-40.71619,-28.87143,convey
-5.728885,-47.7072,True
11.442538,31.883558,moving
30.467274,10.281872,cut
29.624088,39.100197,meadows
-36.255833,-24.002298,conceive
-29.384363,-9.217512,proving
-24.633514,42.384544,harsh
-50.92712,-4.7694073,reflections
-19.15125,22.73965,unconsciously
-35.638737,-7.8166013,attributing
-37.640415,2.4052308,soothing
-32.065758,-10.758392,renewal
-15.471255,-55.916462,XIII
-1.0509428,55.589706,swiftly
14.386646,26.530315,mornings
-54.82012,-17.352348,engagement
-42.83261,-3.5820794,avoiding
-35.122486,-17.124462,denial
-51.388306,-13.806395,preference
-31.732985,-12.85439,division
-27.10717,1.6333065,amounted
-44.258713,-5.2030964,occupy
-42.927452,10.759501,carriages
-16.39891,8.66097,numbers
10.883424,-40.76714,doom
-19.923607,27.346739,feverish
22.317406,-16.672766,sore
-34.15289,-3.9511406,excluded
-33.268753,4.190966,unavoidable
-13.942656,21.500595,representing
-13.640115,22.637285,advanced
